artist_name,genre,LQS_mean,n
kenny g,jazz,0.011435889662840428,26
four tops,rock,0.011432461440563202,2
type o negative,rock,0.011430847148100534,2
ac/dc,rock,0.01139723149438699,40
sublime,reggae,0.011387650381054795,19
the zombies,pop,0.011387189229329428,6
migos,pop,0.01134936511516571,3
soft cell,pop,0.011340713749329248,4
jon batiste,jazz,0.011318633953730263,1
new age steppers,reggae,0.011309767762819924,1
sudan archives,jazz,0.01130861375066969,3
paul hardcastle,jazz,0.01129241536060969,4
the lumineers,rock,0.01127866738372379,6
john mellencamp,pop,0.011275928881433275,15
suicidal tendencies,rock,0.011271334908626697,9
the wood brothers,blues,0.01126122332754589,21
mickey gilley,country,0.011242970824241638,12
groovie ghoulies,pop,0.011236503720283507,1
x ambassadors,rock,0.011231426149606705,4
des rocs,blues,0.011221437652905782,5
lil dicky,pop,0.011214897036552427,1
barrington levy,reggae,0.011185458212187794,11
felt,pop,0.011180897553761799,1
lord echo,jazz,0.011176961163679756,2
kings of leon,rock,0.011168974818605364,11
garnett silk,reggae,0.01116287542714013,6
don mclean,rock,0.011149406433105467,1
easy star all-stars,reggae,0.011149256490170956,16
the cats,pop,0.011137045919895172,2
the gun club,blues,0.011119551542732453,12
karla bonoff,rock,0.01110937198003133,1
soul majestic,reggae,0.011103386680285134,1
gary numan,pop,0.011093668018778164,8
johnny winter,blues,0.011081090679875125,9
ed sheeran,pop,0.011074300607045492,10
robbie robertson,country,0.01105016635523902,3
ringo starr,pop,0.011047003169854483,4
real estate,pop,0.011046811938285826,2
connie francis,pop,0.011041512328480916,21
wicked lady,blues,0.011026131610075632,2
el michels affair,jazz,0.011023044586181639,1
turnpike troubadours,country,0.010998491730008806,7
t.i.,hip hop,0.010996292034784952,2
band of skulls,blues,0.010990621315108404,6
scientists,blues,0.01098720019771939,7
stephen marley,reggae,0.010985232534862699,7
seasick steve,blues,0.010983768850564957,4
powerman 5000,rock,0.010969854891300201,2
incubus,rock,0.010958842933177948,6
george baker selection,pop,0.010958075523376463,1
ll cool j,pop,0.010919276210996838,3
soulive,jazz,0.010915186670091418,3
chuck berry,blues,0.01090028704631896,28
u2,rock,0.01088891557434149,19
anthony b,reggae,0.010885836113066899,7
the collingsworth family,country,0.010856077075004576,1
john lennon,rock,0.010853035030541596,9
will reagan,pop,0.010824014743169148,2
ramones,rock,0.010816555221875508,10
fabolous,pop,0.010800087451934814,5
echo movement,reggae,0.010788482924302418,2
queens of the stone age,blues,0.010788023471832275,21
roots of creation,reggae,0.01076043645540873,1
arthur lyman,jazz,0.010724109907944996,2
nipsey hussle,pop,0.010704773995611401,3
kesha,pop,0.010703612118959427,4
beach house,pop,0.010674829284350075,2
dennis brown,reggae,0.010665701038535983,29
john prine,country,0.010657295274237791,16
stéphane pompougnac,jazz,0.010628347595532736,3
alejandro escovedo,country,0.010598580042521158,2
madonna,pop,0.010597249394968936,19
the cascades,pop,0.010590324799219767,6
simply red,pop,0.01056390835179223,6
violent femmes,pop,0.01056088051862187,12
old crow medicine show,country,0.010552734846160525,7
cocoa tea,reggae,0.01053905441905513,11
ella fitzgerald,blues,0.010527990488470463,184
gillian welch,country,0.010513905684153238,10
alice cooper,rock,0.010495170950889586,1
neil sedaka,pop,0.01046254035131431,27
nada surf,pop,0.010462189714113869,1
tryhardninja,pop,0.01045021911462148,1
fantan mojah,reggae,0.010448480645815529,1
lorne greene,country,0.01044031563732359,6
lester young,jazz,0.01043963266743554,3
xscape,pop,0.010436436782280603,4
guided by voices,pop,0.010435381283362705,4
between the buried and me,jazz,0.010376857771050364,28
goth babe,rock,0.010375944276650746,2
julie london,jazz,0.01037205730875333,20
thirty seconds to mars,pop,0.01036891241868337,5
the national,rock,0.010359068711598713,4
mungo's hi fi,reggae,0.010313620169957478,2
my morning jacket,country,0.010297873081305087,13
daniel o'donnell,country,0.010257554550965626,2
lonnie mack,blues,0.010248228907585144,2
major lance,blues,0.010206957658131916,1
jackson taylor & the sinners,country,0.01018131027619044,2
clairo,pop,0.0101778507232666,1
crumb,rock,0.010157269736131031,2
talk talk,pop,0.010154769534156435,7
michael w. smith,rock,0.010148605704307555,5
medicine,pop,0.010134960214296974,1
ry cooder,country,0.010134197771549225,2
phyllis dillon,reggae,0.010078759420485722,7
kishore kumar,pop,0.010068265100320179,2
elkie brooks,pop,0.010061132411162058,2
styx,rock,0.010059908032417297,13
doris day,jazz,0.010054223937913777,32
iration,reggae,0.010031467427810034,20
dave rawlings machine,country,0.009987807936138576,3
bounty killer,reggae,0.009981830086972978,6
wynton marsalis,jazz,0.009973813538198116,9
keri hilson,pop,0.009959474205970762,1
the flamingos,blues,0.009920800725618998,2
jimmy eat world,pop,0.009920655853218502,6
sheryl crow,pop,0.00991119146347046,5
alanis morissette,pop,0.009909107039372126,4
the vines,blues,0.009884992241859436,10
cream,blues,0.009884620292319192,12
yppah,jazz,0.009884095854229396,3
elvis presley,rock,0.009873713056246439,97
the itals,reggae,0.00986848175525665,5
c.w. stoneking,blues,0.009861120581626892,5
big bill broonzy,country,0.009855504830678303,5
white denim,blues,0.009844640890757242,9
alton ellis,reggae,0.00983599279866074,11
morphine,blues,0.009831338458591039,15
jon bellion,rock,0.009822176893552144,5
josh groban,pop,0.009812165051698685,4
the ocean blue,pop,0.009797991977797614,3
tenacious d,rock,0.009795981645584106,10
the who,rock,0.009789137144883473,25
minutemen,rock,0.009788706898689268,1
leroy smart,reggae,0.009788042306900023,5
nancy sinatra,pop,0.009779258320728937,20
the blackbyrds,jazz,0.009778004553582933,6
robert randolph & the family band,blues,0.009776949054665035,6
jodeci,pop,0.009761792421340943,5
sia,pop,0.009752747558412099,7
santana,blues,0.009746923554139059,61
the cookies,pop,0.009744549791018166,1
our lady peace,pop,0.009728637834390003,2
gary moore,blues,0.009714772303899128,25
hüsker dü,pop,0.009702631831169128,10
grandson,rock,0.009693034489949546,10
sparks,pop,0.009671113320759364,7
frankie valli & the four seasons,pop,0.00966776410738627,3
humble pie,blues,0.009666668044196235,3
slave,jazz,0.009662146700753105,15
howlin' wolf,blues,0.009661517327740078,14
anita o'day,jazz,0.009643604854742686,10
april wine,country,0.009639293783240849,6
the velvet underground,rock,0.009635548210806318,12
orange juice,pop,0.009634832541147867,4
mötley crüe,rock,0.00962412737163843,34
con funk shun,jazz,0.009603193118458702,7
gowan,rock,0.009588758150736489,1
morrissey,rock,0.009588357475068834,6
lady saw,reggae,0.009579806526501974,5
chick webb,blues,0.009562458842992783,4
ween,rock,0.009552112718423208,10
the new birth,jazz,0.009541195631027222,5
joe cocker,blues,0.00954119159894831,34
breathe carolina,pop,0.009540056188901264,1
beres hammond,reggae,0.009529251492384708,11
robin trower,blues,0.009506129499139458,29
vince staples,hip hop,0.009497686392731136,6
grizfolk,rock,0.009494565427303314,2
rival sons,blues,0.009494180149502224,15
die antwoord,rock,0.00948142757018407,4
linda jones,blues,0.009474813938140867,1
kora,reggae,0.009455839792887367,1
lester flatt,country,0.009450634582000865,19
new york dolls,pop,0.009428906771871777,3
rob zombie,rock,0.009428767543850523,11
percy sledge,pop,0.009410720431443415,11
frankie valli,pop,0.009405487775802612,5
weezer,pop,0.00940453690109831,11
cantoma,jazz,0.009394567873742843,3
crazy p,jazz,0.009391302863756815,3
otis spann,blues,0.009374313056468964,2
stabbing westward,rock,0.009365091721216835,1
dee dee sharp,blues,0.009365030460887484,3
imagine dragons,rock,0.00935453844481501,29
juvenile,pop,0.0093434472878774,5
blondie,pop,0.009334847331047058,16
the expendables,reggae,0.009328129887580871,15
dizzy gillespie,jazz,0.009322093178828558,8
ray charles,blues,0.009320276776949564,25
lee morgan,jazz,0.009313073009252548,4
the game,hip hop,0.009294336040814716,1
faces,country,0.00929189556174808,3
the modern lovers,pop,0.009249939962669654,9
dave grusin,jazz,0.009245511558320787,3
the flamingos,pop,0.009229354836322642,9
dire straits,rock,0.00922049664788776,6
miguel,pop,0.009219818645053439,3
finger eleven,rock,0.009218273063500721,2
3rd bass,hip hop,0.00921664469771915,3
yo gotti,pop,0.009215901295344034,2
the manhattan transfer,jazz,0.009215154581599765,9
dr. hook,pop,0.009210203463832537,8
julian marley,reggae,0.009191307756635876,3
hank mobley,jazz,0.009170583552784389,3
ratt,rock,0.009163850545883178,10
the four freshmen,jazz,0.009163560966650644,2
the marvelettes,blues,0.00916041764948103,3
devin townsend project,jazz,0.009136825417860959,13
leann rimes,country,0.009127520300723887,9
jimmy sommers,jazz,0.009110033512115477,1
dave davies,blues,0.00909511496623357,2
zaz,jazz,0.009070098400115965,1
the animals,blues,0.00905581663052241,20
sepultura,rock,0.009048894757316225,7
"emerson, lake & palmer",jazz,0.009044197201728821,20
sarah vaughan,jazz,0.009030602091834658,35
j-live,hip hop,0.009025643269220986,1
john holt,reggae,0.009021897207606922,22
john mayer,rock,0.00900466243426005,4
tinashe,pop,0.008996039628982542,1
nina simone,blues,0.008992101881239148,75
pablo cruise,country,0.008979910612106323,5
bobby vinton,pop,0.008936750965240674,13
"hank williams, jr.",country,0.008920398931349478,31
christafari,reggae,0.008913360122177338,12
tedeschi trucks band,blues,0.008897478588753276,24
barbara lewis,blues,0.008887638648351034,4
z.z. hill,blues,0.00888211362891727,6
cracker,country,0.008878156542778013,7
boozoo bajou,jazz,0.008868490656216938,3
george ezra,pop,0.008858335514863331,2
yg,pop,0.008848120768864948,2
bigg robb,blues,0.00884214291969935,2
kwest tha madd lad,hip hop,0.008817498882611591,1
christina aguilera,pop,0.008817236870527267,4
"crosby, stills, nash & young",blues,0.00879918756308379,18
warrior king,reggae,0.008794398771391973,3
iron maiden,rock,0.008787925567543297,38
sam cooke,pop,0.008785990998148918,40
the california honeydrops,blues,0.008770186702410379,5
the clash,rock,0.00875560835831695,24
rex smith,rock,0.008749028046925861,1
red hot chili peppers,rock,0.008740312759838408,21
x,pop,0.008683543174694745,13
eddy arnold,country,0.008678471048672993,16
little feat,country,0.008665058761835098,24
al di meola,jazz,0.008655870954195656,1
jamie n commons,blues,0.008646562695503235,8
eagles of death metal,blues,0.008641159709762125,17
the derek trucks band,blues,0.008640520951964638,11
supertramp,rock,0.008640043082691373,7
zz top,blues,0.008633097757895787,20
rodney carrington,country,0.008628451824188232,5
john lee hooker,blues,0.00860761797082597,23
tower of power,jazz,0.008594208707412085,12
bukka white,country,0.008587264352374604,3
billy ocean,pop,0.008585497736930847,3
reo speedwagon,rock,0.008578870693842569,5
jessie hill,blues,0.008560205499331154,1
j. roddy walston & the business,blues,0.008559356960985396,6
live,pop,0.008556007345517477,5
the soft boys,blues,0.008548005705788021,7
buddy holly,pop,0.008539214493736388,21
tinariwen,blues,0.008522496179298117,9
the chordettes,pop,0.008503854274749754,7
t. m. soundararajan,pop,0.008494236403041415,3
will downing,jazz,0.008478956917921701,6
ingrid michaelson,rock,0.008477802077929177,2
modest mouse,rock,0.00846601774295171,8
lena horne,jazz,0.008440947781006495,4
lost sounds,blues,0.008438289165496824,1
mr. airplane man,blues,0.008417303363482155,1
the 1975,rock,0.008412934011883205,3
chance the rapper,pop,0.00837974167532391,6
the king khan & bbq show,blues,0.008378307024637857,4
don covay,blues,0.008371512095133463,4
luciano,reggae,0.008367628479997316,16
linda ronstadt,country,0.008361947776257306,29
kenny dorham,jazz,0.008351514736811318,1
nahko and medicine for the people,reggae,0.008344411298080728,9
morgan heritage,reggae,0.00833607894001585,11
elmore james,blues,0.008287953005896674,6
the dells,blues,0.008282309273878732,10
finch,pop,0.008281255761782326,1
third day,rock,0.00826418896516164,2
scale the summit,jazz,0.00826004644234975,1
incubus,pop,0.008250976105531056,10
oscar jerome,jazz,0.008248654504617054,2
buddy miller,country,0.008248051007588703,1
pete josef,jazz,0.008245815833409626,1
humble pie,country,0.008227683107058207,5
the kills,blues,0.008226423462231954,20
the marcels,blues,0.008221130818128586,4
ben e. king,pop,0.008219552182015918,7
raekwon,pop,0.008195929229259491,2
sparklehorse,pop,0.008195747931798298,1
rita ora,pop,0.008194786806901295,2
patti page,pop,0.008193522691726685,6
desmond cheese,jazz,0.00816154314412011,3
lcd soundsystem,pop,0.00815958778063456,1
interpol,pop,0.008144092228677537,3
rjd2,jazz,0.008125809055787546,9
dave meniketti,blues,0.008117313186327616,2
marty robbins,country,0.008115238300314893,74
jennifer lopez,pop,0.008108266525798373,3
gravity kills,rock,0.008103509744008381,1
the mavericks,country,0.008088416854540507,15
the pretty things,country,0.008074237406253815,10
nujabes,jazz,0.00807235969437493,9
britney spears,pop,0.008040559788544972,4
elle king,rock,0.008037472764650978,1
shawnna,hip hop,0.008029972513516743,1
big & rich,country,0.008000854289892948,11
beck,pop,0.008000714083512623,6
alice cooper,blues,0.007998884577925006,64
eartha kitt,jazz,0.007992256255376907,7
neon trees,rock,0.007986014087994892,1
lucky dube,pop,0.007976633807023365,2
george duke,jazz,0.007966354489326477,14
norman connors,jazz,0.00795936087767283,2
mastodon,rock,0.00795525312423706,3
notd,pop,0.007954721649487812,1
cyrille aimee,jazz,0.007936070362726845,1
the smiths,rock,0.007935086670129194,23
herbie mann,jazz,0.007934399776988559,3
the lovin' spoonful,pop,0.00793288577170599,7
count basie,jazz,0.00792949262893561,11
lake street dive,rock,0.007923560837904612,2
aretha franklin,jazz,0.007910011070115226,7
chaka khan,pop,0.00790720965181078,7
the black eyed peas,pop,0.007902761300404865,2
a great big world,rock,0.007897893587748209,2
the monkees,pop,0.007868823454235539,22
kashif,jazz,0.007860198616981505,1
ray barretto,jazz,0.00785960422621833,3
elvis costello & the attractions,pop,0.007848729193210603,10
the soft boys,pop,0.007825528581937153,1
floyd tillman,country,0.007822647690773009,1
oblivians,blues,0.007817551493644714,2
the tymes,blues,0.007812252889076868,4
giant panda guerilla dub squad,reggae,0.007800330718358357,4
misty in roots,reggae,0.007798429992463852,3
glen campbell,pop,0.007768848177158471,22
lyre le temps,jazz,0.007759004831314087,3
kai winding,pop,0.00775333245595296,1
johnnie taylor,blues,0.007746516002549065,9
dove cameron,pop,0.007741729418436686,2
justin hinds,reggae,0.007728119691212971,2
the kentucky headhunters,country,0.007726045946280161,4
al jarreau,jazz,0.007717371843327051,29
r.l. burnside,blues,0.0076592018206914254,2
mick taylor,blues,0.007657562692960102,2
the blasters,rock,0.007650812466939288,1
julie roberts,country,0.0076488504807154314,1
kings and comrades,reggae,0.007647890845934549,5
boyz ii men,pop,0.007647602094544304,3
bill frisell,jazz,0.007640140751997629,4
conway twitty,country,0.0076214569780203665,74
aretha franklin,blues,0.0076189476530998945,64
brad mehldau,jazz,0.007599448164304097,4
cliff richard & the shadows,pop,0.007593988378842671,5
graham parker,country,0.00757353752851486,2
engelbert humperdinck,pop,0.007561180740594864,16
super cat,reggae,0.007550942401091257,4
dmx,pop,0.007546074191729228,5
johnny thunders,blues,0.007543203234672546,10
joan jett & the blackhearts,rock,0.0075301826000213614,2
the lettermen,pop,0.007524129417207506,6
benny goodman trio,jazz,0.00752224028110504,1
robert palmer,pop,0.007521946231524149,5
tool,rock,0.007518187520049867,28
the byrds,pop,0.007515527393626071,29
tegan and sara,pop,0.00750789667169253,4
ricky skaggs,country,0.00750510577569928,19
the jive five,blues,0.0074942012627919495,1
charles brown,blues,0.007471725344657896,1
les paul,pop,0.007457280797617776,14
change,jazz,0.0074569864405526045,3
harry nilsson,pop,0.007452955794712853,21
crystal gayle,country,0.007446370341561056,11
love affair,pop,0.007429885367552439,2
the oak ridge boys,country,0.007419477952154059,19
the replacements,pop,0.007418833864040863,13
gane rimatore,hip hop,0.0074138790369033805,2
juan gabriel,pop,0.007402012745539345,1
death from above 1979,blues,0.007388216132918993,16
nitin sawhney,jazz,0.007371676464875537,2
rancid,pop,0.007367788326172602,7
buck owens,country,0.00736234514486222,7
bee gees,rock,0.0073607469598452255,20
oasis,rock,0.0073601050923267995,8
depeche mode,rock,0.007341570841769377,16
thompson twins,pop,0.007324484487374623,4
fortunate youth,reggae,0.00731023566590415,6
the kooks,rock,0.00730437868171268,3
pat boone,pop,0.007294193738036685,6
delbert mcclinton,blues,0.007293209019634458,12
lou rawls,blues,0.007286177189261824,9
quantic,jazz,0.007284517089525856,1
sonny james,country,0.007278874516487122,11
rodney crowell,country,0.007272890044583215,6
freddie king,blues,0.00725995229952263,11
radney foster,country,0.007257406910260518,3
nick hakim,jazz,0.0072510821951760175,3
raging fyah,reggae,0.007250760992368061,2
bumpin uglies,reggae,0.007247500476383027,7
lee ritenour,jazz,0.00722875694433848,4
rick astley,pop,0.007228046655654907,4
j.j. cale,blues,0.007227084800308825,34
strfkr,rock,0.007225657502810158,1
calvin harris,pop,0.007218996683756511,6
eric clapton,blues,0.007218188582322536,78
b.b. king,blues,0.007208980940362458,62
george shearing,jazz,0.0071979071944952,8
edward sharpe & the magnetic zeros,pop,0.007196024060249328,2
new politics,pop,0.007193793853123981,1
the notorious b.i.g.,pop,0.00718858727702388,9
michael franks,jazz,0.0071880202917825615,35
baby bash,pop,0.00718701382478078,1
morcheeba,jazz,0.007172689773142337,16
al kooper,country,0.007158756256103516,4
darius rucker,country,0.007109887401262919,5
david bowie,rock,0.007108812065174182,32
the cars,pop,0.0071081121762593584,17
the fleetwoods,blues,0.007087540295388963,6
norman brown,jazz,0.007080768545468646,1
floetry,pop,0.007057209809621175,3
lulu,pop,0.007056901852289833,1
a$ap rocky,pop,0.007044611942200433,7
the fixx,pop,0.007041664173205693,8
meek mill,pop,0.007035113871097565,4
ry cooder,blues,0.007034536865022447,9
venom,rock,0.007029205560684203,2
twenty one pilots,pop,0.007020179492731889,16
fine young cannibals,pop,0.007017212112744649,5
phish,blues,0.007010605186223983,64
john williamson,country,0.006998248398303985,4
the allman brothers band,blues,0.006997953410501834,18
10 years,rock,0.006994718313217163,5
judas priest,rock,0.0069892131814769665,34
paul brown,jazz,0.006978124380111693,1
etta james,blues,0.006954709854390886,30
new edition,pop,0.0069305822253227225,8
galaxie 500,pop,0.006930467983086903,8
shedaisy,country,0.0069263941711849636,3
al green,blues,0.0068674768491457875,31
soundgarden,rock,0.006857533185254959,14
sammy hagar,rock,0.006855145806357974,7
mercyful fate,rock,0.006844677858882479,3
the proclaimers,pop,0.006841076744927299,3
yellowjackets,jazz,0.006838063398996989,3
yellowman,reggae,0.006836118651371376,17
hank thompson,country,0.006827235875422495,38
ronnie milsap,country,0.006823752075433731,28
ultramagnetic mc's,hip hop,0.006820643941561379,1
hala,rock,0.006818085908889769,1
nine inch nails,rock,0.00680169350270069,22
hank williams,country,0.006798600488238864,45
the mighty mighty bosstones,rock,0.006787538528442381,1
jeff beck,jazz,0.006780167420705159,4
steppenwolf,blues,0.0067653502855036,12
warren haynes,blues,0.006762259536319309,9
the budos band,jazz,0.0067574555675188695,4
10 ft. ganja plant,reggae,0.0067514901359875985,2
unknown mortal orchestra,rock,0.006746865808963775,2
three days grace,pop,0.006739934059706601,22
roberta flack,jazz,0.006728204588095347,12
the monks,blues,0.006720288346211114,4
johnny mathis,jazz,0.006719540114755984,9
jamiroquai,jazz,0.0067191398457476965,19
chevelle,rock,0.006712423016627629,20
nick lowe,pop,0.006712322433789571,3
the fleetwoods,pop,0.006707141796747843,2
pavement,pop,0.00669924086994595,6
ian hunter,pop,0.006697361667950946,1
the black keys,blues,0.006695409723813982,46
blur,pop,0.006685591406292385,3
fugazi,rock,0.006682275897926754,6
lyle lovett,country,0.006672916313012441,16
thin lizzy,blues,0.00665780579050382,40
freddy fender,pop,0.006649933755397796,8
matt maher,rock,0.006640120347340901,5
the marshall tucker band,country,0.006633049675396511,14
j.b. lenoir,blues,0.006632645924886067,4
peter cetera,pop,0.006630857785542806,4
regina spektor,pop,0.006621103733778,4
willie bobo,jazz,0.006615050137042999,4
country joe & the fish,country,0.0066091401709450605,3
carlene davis,reggae,0.006608196430736117,3
mavado,reggae,0.006605171495013766,9
better than ezra,pop,0.0066031068563461295,2
dixie chicks,country,0.006595888237158458,10
311,rock,0.006595189372698464,1
puscifer,rock,0.006592868102921379,3
sinéad o'connor,pop,0.006587862140602534,6
sol seed,reggae,0.006578450401624042,1
jackie wilson,pop,0.0065772636305718194,14
gerry mulligan,jazz,0.0065724973877271005,2
bobby vee,rock,0.006565635402997333,1
tony williams,jazz,0.006565021971861521,2
jim reeves,country,0.006562987431174233,28
labi siffre,pop,0.0065567803879578905,4
jonas brothers,pop,0.006556369009472074,14
patty loveless,country,0.006553855538368225,10
muddy waters,blues,0.006552723772598035,22
ying yang twins,pop,0.0065465867519378645,1
oscar peterson,jazz,0.006537272284428279,16
tribal seeds,reggae,0.006529897451400757,14
owl city,pop,0.006527837779786851,3
bush,rock,0.006527523199717204,3
weathers,rock,0.006524408857027687,1
steve young,country,0.006517341981331507,4
collective soul,pop,0.00651123325030009,5
mick fleetwood,blues,0.006492346525192259,1
the marvelettes,pop,0.006480703751246134,8
the dramatics,jazz,0.006479671431912315,6
the white stripes,blues,0.006470606617984318,28
the waterboys,pop,0.006465209027131397,2
bush,pop,0.006459571421146392,2
pennywise,pop,0.0064545851200819016,8
roy orbison,pop,0.006453066410725576,38
david crowder band,rock,0.0064353744188944476,1
jean-luc ponty,jazz,0.00640869637330373,2
grant green,jazz,0.006395870021411351,7
usher,pop,0.006392569591601689,4
iration,rock,0.006373633941014606,1
johnny tillotson,pop,0.006371306876341501,4
vince guaraldi trio,jazz,0.006370756361219618,6
blake shelton,country,0.006366636686854893,15
lauv,pop,0.006362782584296332,3
frankie avalon,pop,0.006333107749621072,3
elton john,rock,0.006328473885854085,25
ryan adams,pop,0.0063180848956108085,2
night shield,hip hop,0.006317911048730213,6
the atomic bitchwax,blues,0.006300866603851317,1
the tennors,reggae,0.006286287059386571,4
38 special,country,0.0062838277469078685,24
gentlemen hall,rock,0.006283730268478392,1
the platters,rock,0.006268773476282755,5
moby grape,country,0.006267247100671131,2
local natives,rock,0.006246551871299742,1
natalie cole,rock,0.006238579750061033,1
amazing rhythm aces,country,0.006226572725507948,3
robert plant,blues,0.0062161701312963506,23
modern english,pop,0.006216140588124593,5
adelitas way,rock,0.006211144228776295,2
hippo campus,pop,0.006208280722300209,1
"albert hammond, jr.",blues,0.006205111359938596,13
michael bublé,pop,0.00620469202597936,6
shaggy,reggae,0.0062046030329333405,12
mila j,pop,0.006166631976763405,2
joe pass,jazz,0.006147125647181556,7
me first and the gimme gimmes,pop,0.0061404241455925825,3
mary wells,pop,0.006136348301714117,11
mother mother,rock,0.006132317086060842,4
lil wyte,country,0.006131909290949504,5
alan lomax,blues,0.006130528946717579,2
khalid,pop,0.006128540138403574,10
joy division,rock,0.0061200182471010415,12
sound nomaden,jazz,0.006103128194808958,1
peace orchestra,jazz,0.006089928249518075,2
snoop dogg,hip hop,0.006080455581347148,5
mud digger,country,0.0060693472623825065,2
john hartford,country,0.006067671502629915,8
jimi hendrix,blues,0.006059916814168295,20
the romantics,pop,0.006059442957242328,1
oh wonder,pop,0.006053825219472248,2
the hives,rock,0.006047695875167845,1
arthur conley,blues,0.006046901146570839,1
cake,pop,0.006035956920999469,11
don carlos,reggae,0.0060256222883860264,4
tricky,jazz,0.006013457973798116,9
ajr,pop,0.006006247467464871,3
gwen stefani,pop,0.006005646453963384,3
lifehouse,pop,0.005980036324924893,6
the impressions,pop,0.0059505514800548545,16
cut copy,rock,0.005950068434079486,1
randy travis,country,0.005946900958966727,33
aminé,pop,0.005941511442263921,4
panic! at the disco,rock,0.005937630931536356,4
love,pop,0.005935828718874189,6
ronnie laws,jazz,0.005922945837179818,4
american aquarium,country,0.00591840346654256,1
queen,rock,0.005917439224026727,47
the decemberists,pop,0.005892305572827656,5
paddy reilly,country,0.005892152587572731,1
louis the child,pop,0.005892054902182684,3
henrik freischlader,blues,0.005890607833862304,2
andy williams,pop,0.005864479144414266,30
x,blues,0.0058141531366290465,11
dave edmunds,blues,0.00581145617696974,3
guns n' roses,rock,0.005809730244061303,21
charlie rich,country,0.005792038426512763,14
santigold,pop,0.005790924032529193,1
the mad lads,blues,0.005789928759137789,8
danity kane,pop,0.005786354343096413,1
martha reeves & the vandellas,pop,0.005776667169162205,7
eddie kendricks,jazz,0.005773880415492588,9
james arthur,pop,0.005752682685852051,4
jamey johnson,country,0.005747622677258083,14
blackfoot,country,0.0057451581513440165,9
jody watley,pop,0.0057386457920074446,1
etana,reggae,0.005734235048294067,3
isaac hayes,jazz,0.005729167660077412,5
zendaya,pop,0.005728960037231444,1
ike quebec,jazz,0.005726029475529987,1
lucinda williams,country,0.005718147116047996,14
fidlar,rock,0.005712588628133137,2
frankie laine,pop,0.005710248763744648,13
the drums,pop,0.0057002454996109,2
minthaze,jazz,0.005699778596560158,1
michael jackson,pop,0.005699057412403886,31
bob seger,rock,0.005698213477929433,10
rufus,jazz,0.005691319704055786,12
pat benatar,pop,0.005686833792262607,15
chronixx,reggae,0.005685554817318916,8
the monochrome set,pop,0.005681375662485756,1
travis scott,pop,0.0056651972589038665,14
jonathan edwards,country,0.005655868599812189,4
blues traveler,blues,0.005655153757996029,12
g-eazy,pop,0.005653884882728258,8
limp bizkit,rock,0.005647991739568257,14
mose allison,blues,0.005635570639219039,13
primus,rock,0.0056331979158597105,13
gyptian,reggae,0.00559722963306639,6
the hooters,rock,0.005596968034903208,2
the penguins,pop,0.005590677261352537,1
steel panther,rock,0.005586076113912794,3
gladys knight & the pips,pop,0.00556003627104637,13
captain beefheart & his magic band,rock,0.005550531877411735,3
the stranglers,pop,0.005542184625353132,7
vance joy,rock,0.005541039009888966,2
eddie money,pop,0.005533711025209137,11
mighty diamonds,reggae,0.0055239232200564765,11
the fabulous thunderbirds,country,0.005515865484873454,5
jaymes young,rock,0.005515513320763904,2
sheck wes,hip hop,0.005512818694114683,1
special efx,jazz,0.005512010306119919,4
strawberry alarm clock,pop,0.005511768162250519,4
omar cunningham,blues,0.005511552095413206,1
lynyrd skynyrd,country,0.005496526261170705,10
anthony wonsey trio,jazz,0.0054919819037119524,1
traffic,country,0.005485595318309048,19
chris duarte,blues,0.005478814244270324,2
akon,pop,0.005476811528205871,5
tony bennett,jazz,0.005472518260182897,51
third world,reggae,0.005468311763945079,7
jefferson starship,country,0.005459784219662349,12
shyheim,hip hop,0.0054595793286959324,2
louis jordan & his tympany five,blues,0.005447781085968017,5
the spencer davis group,blues,0.005439599355061848,4
orchestral manoeuvres in the dark,pop,0.005438477252468918,11
upchurch,country,0.005430189271767934,14
a tribe called quest,jazz,0.005425689774647094,19
live,rock,0.005423411726951597,1
jon lucien,jazz,0.005416904886563617,1
nicki minaj,pop,0.005413820760117636,12
lynyrd skynyrd,blues,0.00541272179947959,6
basia,jazz,0.0054083562559551655,15
johnny rodriguez,country,0.005351581507258944,3
midnite,reggae,0.005344655116399129,10
pat boone,rock,0.005338052908579506,1
john hammond,country,0.005318562189737955,4
shaun escoffery,jazz,0.005305320024490355,1
tony dallara,pop,0.005282893776893614,1
"grover washington, jr.",jazz,0.005271650850772857,2
pete townshend,rock,0.005267222722371417,1
josh abbott band,country,0.005262948075930278,5
tab benoit,blues,0.005245150554747807,7
"crosby, stills & nash",blues,0.00524459034204483,4
hozier,pop,0.005238113078204067,11
peter green,blues,0.005235011875629425,10
shinedown,rock,0.005223655817555447,17
spirit,blues,0.005222325523694355,3
chris stapleton,country,0.005197128156820932,10
johnny lee,country,0.005188493566079574,11
flamin' groovies,pop,0.005185514688491821,6
the weeknd,pop,0.005179554746862043,19
george harrison,rock,0.005175653017229504,12
savage garden,pop,0.005174936519728766,3
damian marley,reggae,0.0051725874344507854,10
wilco,country,0.005164491633574168,12
jason derulo,pop,0.005160853266716002,2
johnny mathis,pop,0.00515071564802417,36
sonny & cher,pop,0.005148913297388288,6
green day,pop,0.005143333872159322,50
the score,rock,0.005137125099146807,9
the j. geils band,pop,0.005133805530411856,7
my bloody valentine,pop,0.005127300322055816,10
